Company/Brand,Stage,Amount($),HeadQuarter,What_it_does,Sector,Funding_Year,Founded,Founders,Investor,Startup_Age
OneCode,Unknown,5000000.0,Bangalore,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services",Technology,2021,2020.0,"Manish Shara, Yash Desai","Sequoia’s Surge, Nexus Venture Partners",1.0
MedPay,Seed,1200000.0,Bangalore,MedPay® is building the real-time claims adjudication platform for health insurers.,Technology,2021,2020.0,"Arun Bhatia, Ravi Chandra","Entrepreneur First (EF), GrowX Ventures",1.0
Digantara,Seed,2500000.0,Bangalore,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage",Technology,2021,2018.0,"Anirudh N Sharma, Rahul Rawat, Tanveer Ahmed",Kalaari Capital,3.0
Aqgromalin,Seed,700000.0,Chennai,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.,Agriculture,2021,2018.0,"Prasanna Manogaran, Bharani CL",Zephyr Peacock,3.0
Slang Labs,Unknown,3500000.0,Bangalore,Slang Labs provides accurate and multilingual in-app voice assistants for Android and web apps,Technology,2021,2017.0,Kumar Rangarajan,100x Entrepreneurs,4.0
NirogGyan,Seed,3500000.0,Gurugram,"Simplifying Diagnostics for labs, doctors, and people.",Healthcare,2021,2019.0,"Joyneel Acharya, Shweta Gandhi","Healthcare veterans, PIEDS",2.0
Bikry app,Unknown,1300000.0,Noida,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission",Technology,2021,2019.0,Abhishek Bhayana,YCombinator,2.0
Oliveboard,Unknown,3000000.0,Bangalore,Oliveboard is the top exam preparation platform for Banking & Government Exams.,Education,2021,2012.0,"Abhishek Patil, V Satish Kumar",IAN Fund,9.0
Little Leap,Unknown,3500000.0,New Delhi,Soft Skills that make Smart Leaders,Education,2021,2020.0,Holistic Development Programs for children in age range 5-15,Vishal Gupta,1.0
Kredent,Unknown,1000000.0,Kolkata,Kredent Academy is the unique concept where financial market professionals have taken the onus of creating a strong knowledge bank in their area of expertise,Education,2021,2008.0,"Vineet Patawari, Vivek Bajaj, Vinay Pagaria",Kotak Securities,13.0
EasyAspataal,Seed,500000.0,Mumbai,India’s First Digital Admission Desk for Hospitalisation.,Healthcare,2021,2020.0,"Manoj Gupta, Gunjali Kothari",Venture Catalysts,1.0
SMOOR,Unknown,3500000.0,Bangalore,Instigate your sixth sense with our new range of chocolates.,Food & Beverages,2021,2008.0,Vimal Sharma,Klub,13.0
Pankhuri,Unknown,3200000.0,Bangalore,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs.",Services,2021,2019.0,Pankhuri Shrivastava,Sequoia’s Surge,2.0
Arcana,Seed,370000.0,Bangalore,Arcana is the Storage Layer of Ethereum.,Technology,2021,2019.0,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary",Balaji Srinivasan,2.0
AdmitKard,Unknown,3500000.0,Noida,A tech solution for end to end career advisory to students looking to study abroad.,Education,2021,2016.0,"Vamsi Krishna, Pulkit Jain, Gaurav Munjal	#REF!",$1000000,5.0
UrbanKisaan,Unknown,3500000.0,Hyderabad,A modern farms close to where your home is. Creating positive change at every step from seed to store ensuring quality and traceability.,Food & Beverages,2021,2017.0,"Srinivas Chaganti, Vihari Kanukollu, Sairam Reddy",BASF Venture Capital GmbH,4.0
Aquaconnect,Pre-Series,4000000.0,Chennai,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,Agriculture,2021,2017.0,Rajamanohar,"Rebright Partners, Flourish Ventures",4.0
Vah Vah!,Unknown,1800000.0,Bangalore,A mission to educate India and make its young and dynamic population job ready.,Education,2021,2020.0,"Shailesh Daxini, Akash Senapaty, Muthukaleeshwaran Subbiah",Sequoia Surge,1.0
LetsDressUp,Pre-Series,300000.0,Gurugram,Building India's version of Stitch Fix,Lifestyle,2021,2019.0,Aditya B,"Titan Capital, Sequoia Capital",2.0
Sapio Analytics,Unknown,150000.0,Mumbai,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.,Technology,2021,2019.0,"Ashwin Srivastava, Hardik Somani, Prashant Nikam",Parthiv Group,2.0
BHyve,Unknown,3500000.0,Mumbai,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks,Human Resources,2021,2020.0,Backed by 100x.VC,"Omkar Pandharkame, Ketaki Ogale",1.0
Indi Energy,Seed,3500000.0,Roorkee,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.",Energy,2021,2019.0,Dr. ASIT SAHOO,Mumbai Angels Network,2.0
The Ayurveda Co,Unknown,3500000.0,Gurugram,The Ayurveda Co. represents things that are all Ayurvedic at heart and are suited for the contemporary landscape.,Retail,2021,2021.0,"Param Bhargava, Shreedha Singh","GetVantage, Velocity, Shiprocket Capital",0.0
peAR,Pre-Series,300000.0,Mumbai,An AR / VR tech based Start-up in Mumbai.,Technology,2021,2018.0,"Dharmin Vora, Dhruvesh Mehta, Parth Vora",Inflection Point Ventures,3.0
Gourmet Garden,Unknown,3000000.0,Bangalore,"100% contamination free, pesticide free naturoponically grown vegetables.",Agriculture,2021,2019.0,Arjun Balaji,"Beyond Next Ventures, M Venture Partners",2.0
The Sleep Company,Pre-Series,1000000.0,Mumbai,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,Retail,2021,2019.0,"Ashneer Grover, Shashvat Nakrani",Fireside Ventures,2.0
TyrePlex,Seed,3500000.0,New Delhi,Tyreplex is digitizing the tyre dealers in India.,E-commerce,2021,2020.0,"Puneet Bhaskar, Rupendra Pratap Singh",AdvantEdge Founders,1.0
ION Energy,Pre-Series,3600000.0,Mumbai,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage,Manufacturing,2021,2016.0,Akhil Aryan,Inflection Point Ventures,5.0
FRAAZO,Series A,11000000.0,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,Food & Beverages,2021,2020.0,"Atul Kumar, Aashish Krishnatre","Sixth Sense Ventures, NABVENTURES",1.0
Skylark Drones,Pre-Series,3000000.0,Bangalore,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",Transportation & Logistics,2021,2014.0,Mughilan Thiru Ramasamy,"InfoEdge Ventures, IAN Fund",7.0
Leegality,Pre-Series,3500000.0,Gurugram,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016",Technology,2021,2016.0,Shivam Singla,"IIFL, Mumbai Angels",5.0
Arcatron Mobility,Unknown,3500000.0,Pune,Mission is to advance global standards of assisted living and make it dignified and safer.,Healthcare,2021,2015.0,Ganesh Sonawane,Klub,6.0
TWID,Unknown,2500000.0,Bangalore,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions",Finance,2021,2020.0,"Amit Sharma, Amit Koshal, Rishi Batra","BEENEXT, Sequoia’s Surge",1.0
PeakPerformer,Pre-Seed,3500000.0,Bangalore,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all.",Education,2021,2020.0,"Aishwarya Goel, Gaurav Jhunjhnuwala",Antler India,1.0
MyMobiForce,Pre-Series,1400000.0,Noida,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India",Technology,2021,2018.0,"Dheeraj Khatter, Himanshu Kumar, Kshitiz Saini",Bharat Inclusion,3.0
Pine Labs,Unknown,600000.0,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,Technology,2021,1998.0,Amrish Rau,"Fidelity, BlackRock",23.0
Genworks Health,Unknown,2000000.0,Bangalore,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,Healthcare,2021,2015.0,S Ganeshprasad,Blacksoil,6.0
Pocketly,Unknown,3500000.0,Bangalore,"Pocketly provides quick cash on hand, anytime - anywhere!",Finance,2021,2019.0,"Aarav Bhatia, Navdeesh Ahuja",Inflection Point Ventures,2.0
Neverinstall,Seed,370000.0,Bangalore,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,Technology,2021,2019.0,"Lakshmana Pasala, Ram Pasala",Speciale Invest,2.0
CoRover,Unknown,3500000.0,Bangalore,CoRover is the world’s first and the highest ROI delivering human-centric conversational AI platform.,Technology,2021,2016.0,"Ankush Sabharwal, Manav Gandotra, Kunal Bhakhri",Canbank Venture Capital Fund,5.0
BeatO,Series A,5000000.0,New Delhi,ULTIMATE app to manage chronic conditions.,Healthcare,2021,2015.0,Gautam Chopra,W Health Ventures,6.0
Earth Rhythm,Seed,1200000.0,Gurugram,A mission to make customers healthier and Earth a little greener.,Lifestyle,2021,2020.0,Harini Sivakumar,Anicut Angel Fund,1.0
Fountain9,Seed,1900000.0,Mumbai,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.",Technology,2021,2019.0,"Niki Khokale, Rajas Lonkar","021 Capital, Y Combinator",2.0
Rockclimber,Unknown,1000000.0,Bangalore,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,Food & Beverages,2021,2019.0,"Deepak Poduval, Hariprasad Shetty",Anand Prakash Sharma,2.0
SpEd@home,Unknown,300000.0,Mumbai,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",Education,2021,2020.0,Dhaval Mody,Inflection Point Ventures,1.0
CanPe,Seed,3500000.0,Bangalore,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",Technology,2021,2019.0,Arindam Choudhury,Axilor Ventures,2.0
Green Soul,Unknown,200000.0,Ambernath,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,Retail,2021,2016.0,Ravi Khushwani,velocity.in,5.0
Vahak,Pre-Series,5000000.0,Bangalore,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,Transportation & Logistics,2021,2017.0,"Vikas Chandrawat, Karan Shaha",RTP Global,4.0
goSTOPS,Pre-Series,1000000.0,New Delhi,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,Hospitality,2021,2014.0,"Pallavi Agarwal, Pankaj Parwanda","IAN, Yuj Ventures",7.0
Codedamn,Pre-Seed,3500000.0,New Delhi,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,Technology,2021,2020.0,Mehul Mohan,Antler India,1.0
Biocraft Innovation Technology,Pre-Seed,3500000.0,Noida,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,Services,2021,2019.0,"Vibha Mittal, Anubhav Mittal",JITO Angel Network,2.0
Powerplay,Unknown,5200000.0,Bangalore,Powerplay helps simplify end to end Construction and Architecture project management.,Real Estate,2021,2020.0,"Shubham Goyal, Lesh Dixit","Sequoia’s Surge, Accel Partners",1.0
Accio Robotics,Unknown,3500000.0,Bangalore,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.,Technology,2021,2020.0,"Tuhin Sharma, Pranav Srinivasan",Uday Sodhi,1.0
Avishkaar,Pre-Series,600000.0,New Delhi,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,Education,2021,2014.0,"Rajeev Gaba, Tarun Bhalla",Auxano,7.0
Jobsgaar,Seed,140000.0,New Delhi,India's first District level/ Hyper Local Job discovery platform,Human Resources,2021,2020.0,Atul Pratap Singh,SucSEED Indovation Fund,1.0
Almo,Seed,3500000.0,Gurugram,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,E-commerce,2021,2020.0,Abhishek Shah,Angelist India,1.0
Breathe Well-being,Pre-Series,1000000.0,New Delhi,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,Healthcare,2021,2015.0,"Aditya Kaicker, Rohan Verma","Stanford Angels and Entrepreneurs India, Anjali Bansal",6.0
GalaxEye,Pre-Seed,3500000.0,Chennai,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,Technology,2021,2020.0,"Denil Chawda, Kishan Thakkar, Pranit Mehta, Satyanarayanan Chakravarthy, Suyash Singh",Speciale Invest,1.0
Good Health Clinic,Unknown,5000000.0,Hyderabad,Full Stack Digital Health Clinic,Healthcare,2021,2021.0,Samarth Sindhi,Khosla Ventures,0.0
MYBYK,Pre-Series,1000000.0,Ahmadabad,MYBYK is an app that provides premium bicycle sharing and rental service.,Real Estate,2021,2014.0,Arjit Soni,Avon Cycles,7.0
Crejo.Fun,Seed,3000000.0,Bangalore,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,Education,2021,2020.0,Vikas Bansal,"Matrix Partners India, 021 Capital",1.0
Bambinos,Seed,500000.0,Bangalore,Cohort based extracurricular course for kids,Education,2021,2020.0,"Ashish Gupta, Ankit Hetamsaria","HNIs, Angels",1.0
KreditBee,Unknown,8000000.0,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,Finance,2021,2018.0,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","NewQuest Capital Partners, Motilal Oswal Private Equity",3.0
Spardha,Pre-Series,400000.0,Pune,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",Education,2021,2016.0,"Saurabh Srivastav, Amrita Srivastav",Inflection Point Ventures,5.0
Onelife Nutriscience,Unknown,3500000.0,Mumbai,Onelife Nutriscience is a consumer healthcare brands company.,Healthcare,2021,2019.0,Gaurav Aggarwal,Lasons India,2.0
Flatheads,Unknown,3500000.0,Bangalore,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,Lifestyle,2021,2019.0,"Ganesh Balakrishnan, Utkarsh Biradar","Pankaj Chaddah, Srivatsan Rajan",2.0
Fable Fintech,Series A,3500000.0,Mumbai,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",Finance,2021,2015.0,Naushad Contractor,Paytm,6.0
Holisol,Unknown,3000000.0,New Delhi,HoliSol Logistics Is a Supply Chain Operations Company!,Transportation & Logistics,2021,2009.0,"Manish Ahuja, Naveen Rawat, Rahul Dogar","BlackSoil, CLSA Capital Partners",12.0
Now&Me,Unknown,1000000.0,New Delhi,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.",Healthcare,2021,2018.0,"Bani Singh, Drishti Gupta","Saama, Whiteboard Capital",3.0
Fyllo,Seed,400000.0,Bangalore,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,Agriculture,2021,2019.0,"Sudhanshu Rai, Sumit Sheoran","Indian Angel Network, Titan Capital, Lead Angels",2.0
Cora Health,Unknown,3500000.0,Bangalore,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,Healthcare,2021,2020.0,"Shrijit Venkatesh, Snigdha Kumar",Inflection Point Ventures,1.0
Blaer Motors,Unknown,300000.0,Chennai,Meant to augment human power and not completely replace it,Transportation & Logistics,2021,2014.0,Abinesh Ekambaram,The Chennai Angels,7.0
Swiflearn,Pre-Series,3000000.0,Gurugram,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,Education,2021,2019.0,"Abhinav Agarwal, Anand Bakode","Venture Highway, Stellaris Venture Partners",2.0
Cashfree,Unknown,3500000.0,Bangalore,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,Finance,2021,2015.0,"Akash Sinha, Reeju Datta","State Bank of India, Y Combinator",6.0
QuickSell,Pre-Series,2000000.0,Mumbai,B2B Mobile Commerce Platform,E-commerce,2021,2017.0,Deepak Bhagchandani,"Sanjay Baldwa, Ajay Jain",4.0
Truemeds,Series A,5000000.0,Mumbai,Truemeds is a health-tech startup.,Healthcare,2021,2019.0,"Akshat Nayyar, Kunal Wani",InfoEdge,2.0
Candes,Unknown,3000000.0,New Delhi,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,E-commerce,2021,2015.0,"Sandeep Aggarwal, Vipin Aggarwal","Nitin Passi, Ruchirans Jaipuria",6.0
MediBuddy,Unknown,3000000.0,Bangalore,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",Healthcare,2021,2000.0,"Satish Kannan, Enbasekar","Stride Ventures, InnoVen Capital",21.0
F5,Pre-Series,300000.0,New Delhi,F5 is a foods and beverages company.,Food & Beverages,2021,2018.0,"Lalit Aggarwal, Raghav Arora","Venture Catalysts, Jeevak Gupta",3.0
Capital Float,Unknown,6000000.0,Bangalore,Capital Float is an online platform that provides working capital finance to SMEs in India.,Finance,2021,2013.0,"Gaurav Hinduja, Sashank Rishyasringa","Triodos Investment Management, SAIF Partners",8.0
IntelleWings,Seed,100000.0,Panchkula,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",Technology,2021,2019.0,Pramod Sharma,Inflection Point Ventures,2.0
Shyplite,Unknown,1000000.0,New Delhi,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,Transportation & Logistics,2021,2016.0,"Nisschal Jain,  Sugam Jain, Parinay Itkan",N+1 Capital,5.0
Greenjoules,Series A,4500000.0,Pune,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,Energy,2021,2018.0,"R. Sethunath, V S Shridhar, V. Radhika, Viraraghavan Sankaran",Blue Ashva Capital,3.0
MentorKart,Seed,150000.0,New Delhi,MentorKart™ helps to fulfil dreams and take that big step towards success.,Services,2021,2018.0,"Ashish Khare, SK Mohanty","Amit Singal, Manish Aggarwal",3.0
Leverage Edu,Debt Financing,2000000.0,New Delhi,AI-enabled marketplace designed to help students with their higher education and career growth plans,Education,2021,2017.0,Akshay Chaturvedi,"Trifecta Capital Advisors, Blume Ventures",4.0
Kale Logistics,Series A,5000000.0,Thane,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,Transportation & Logistics,2021,2010.0,"Amar More, Vipul Jain",Inflexor Ventures,11.0
CustomerGlu,Unknown,320000.0,Bangalore,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,Technology,2021,2016.0,"Prateek Gupta, Raman Shrivastava, Sumant US","Kumar Aakash, Amit Singhal",5.0
Cell Propulsion,Unknown,2000000.0,Bangalore,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,Manufacturing,2021,2016.0,"Nakul Kukar, Paras Kaushal",growX ventures,5.0
Wellbeing Nutrition,Unknown,3500000.0,Mumbai,Organic whole food nutrition to keep up with the pace at which we live,Healthcare,2021,2019.0,Avnish Chhabria,Klub,2.0
Pee Safe,Series A,3000000.0,Gurugram,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,Healthcare,2021,2013.0,"Dheeraj Jain, Srijana Bagaria, Vikas Bagaria","Shaival Desai, Alkemi Venture Partners",8.0
Chqbook,Unknown,1000000.0,New Delhi,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.",Finance,2021,2017.0,"Mohit Goel, Rajat Kumar, Sachin Arora, Vipul Sharma","Aavishkaar Venture Capital, YWC Venture Capital",4.0
SimpliContract,Seed,1800000.0,Bangalore,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",Technology,2021,2020.0,"Guru Venkatesan, Jinaraj PG, Makesh Kumar",Kalaari Capital,1.0
Dropshop,Pre-Series,1000000.0,Bangalore,Building technology to make distribution efficient and cheaper for large and small FMCG companies,Transportation & Logistics,2021,2019.0,"Udit Dhawan, Rohit Fernandes, Ravi Teja",Inflection Point Ventures,2.0
Jumbotail,Debt Financing,4000000.0,Bangalore,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,E-commerce,2021,2015.0,"Ashish Jhina, Karthik Venkateswaran",Alteria Capital,6.0
Power Gummies,Unknown,1000000.0,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,Lifestyle,2021,2018.0,Divij Bajaj,"Venture Catalysts, 9unicorns",3.0
Convosight,Series A,9000000.0,New Delhi,A mission - to help community builders become community entrepreneurs.,Technology,2021,2019.0,Tarun Dhamija,Qualgro,2.0
Junio,Seed,600000.0,New Delhi,Junio is a kids-focused digital pocket money-smart card.,Finance,2021,2020.0,Ankit Gera,"Amit Lakhotia, Pravin Jadhav",1.0
Wherehouse.io,Seed,3500000.0,New Delhi,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.",Transportation & Logistics,2021,2020.0,"Vaibhav Chawla, Jeevan Prakash, Lavelesh Sharma",Better Capital,1.0
Flexmoney,Series A,4800000.0,Mumbai,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",Finance,2021,2015.0,Yezdi Lashkari,Pravega Ventures,6.0
XYXX Apparels,Series A,4000000.0,Surat,"XYXX Apparels,which runs an eponymous innerwear brand",Lifestyle,2021,2017.0,Yogesh Kabra,Inflection Point Ventures,4.0
WaterScience,Unknown,3500000.0,Bangalore,The aim of making good water affordable and accessible.,E-commerce,2021,2014.0,Sudeep N,Inflection Point Ventures,7.0
Vital,Pre-Series,3000000.0,New Delhi,"An affordable, digital health plan built around to cover both big and small expenses",Finance,2021,2018.0,Rahul Kumar,BLinC Invest,3.0
Juicy chemistry,Unknown,3500000.0,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,Healthcare,2021,2014.0,"Megha, Pritesh Asher",Spring Marketing Capital,7.0
Samaaro,Unknown,125000.0,Bangalore,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",Technology,2021,2020.0,"Mayank Banka, Purnank Prakash, Skandha Gopalan","Chaitanya Kalipatnapu, Kedar Gavane",1.0
Imagimake,Pre-Series,500000.0,Mumbai,An innovative play system to help children create their imagination,Finance,2021,2011.0,"Disha Katharani, Ravi Kumar","Roha Investment Managers, angel investor Saumil Shah",10.0
MSMEx,Pre-Series,1000000.0,Andheri,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,Education,2021,2019.0,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","TNF Ventures, Razorpay",2.0
saarthi.ai,Seed,3500000.0,Bangalore,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,Technology,2021,2017.0,"Piyush Dangaich, Sameer Sinha, Sangram Sabat, Vishwa Nath Jha",Nvidia Inception,4.0
Superplum,Pre-Series,3800000.0,Noida,Building India's most sophisticated platform for high quality fresh food,Agriculture,2021,2019.0,Shobhit Gupta,Marquee investors,2.0
Upside AI,Seed,1200000.0,Mumbai,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,Finance,2021,2017.0,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners,4.0
PazCare,Unknown,3500000.0,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,Finance,2021,2021.0,Sanchit Malik,"Ashish Hemrajani, Parikshit Dar",0.0
Answer Genomics,Unknown,3500000.0,Bangalore,A healthcare company that uses genome-based data to help individuals make decisions.,Healthcare,2021,2019.0,Rahul Ranganathan,"India Accelerator, Lyxel&Flamingo",2.0
Skillmatics,Series A,6000000.0,Mumbai,Skillmatics develops learning games for pre-school and primary school kids aged under 10,Education,2021,2016.0,Dhvanil Sheth,Sequoia Capital India,5.0
Bimaplan,Pre-Series,2500000.0,Bangalore,Affordable insurance for the next billion Indians,Finance,2021,2020.0,Vikul Goyal,"Roshan Abbas, Ritesh Malik",1.0
Bueno Finance,Seed,3000000.0,Gurugram,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",Finance,2021,2019.0,"Saurav Gandhi, Sandeep Arora","Goat Capital, JAM Fund",2.0
The Switch Fix,Seed,3500000.0,Gurugram,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.,Healthcare,2021,2019.0,"Abhishek Kumar, Rhea Shukla","Venture Catalysts, 9unicorns",2.0
Anvidha Technologies,Seed,1500000.0,Haryana,Anvidha Technologies Private Limited is a HARYANA based private ltd.,Technology,2021,2020.0,Ganesh ranganathan iyer,Inflection Point Ventures,1.0
DigiSparsh,Seed,3500000.0,Mumbai,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,Finance,2021,2020.0,"Saurabh Soni, Akhilesh Gandhi",GoAhead Ventures,1.0
CoffeeMug.ai,Pre-Seed,620000.0,New Delhi,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",Technology,2021,2020.0,"Abhishek Sharma, Dipti Tandon","Paradigm Shift Capital, AngelList India",1.0
Pathfndr.io,Pre-Series,3500000.0,Bangalore,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,Technology,2021,2015.0,Varun Gupta,Arali Ventures,6.0
BigLeap,Unknown,600000.0,Hyderabad,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,Human Resources,2021,2015.0,"Jamesh Johnson, Sainath Malkapuram Goud",Anup Kumar Yama,6.0
Kazam,Seed,900000.0,Bangalore,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",Manufacturing,2021,2020.0,"Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures,1.0
MYRE Capital,Unknown,3500000.0,Mumbai,Democratising Real Estate Ownership,Real Estate,2021,2020.0,Own rent yielding commercial properties,Aryaman Vir,1.0
BimaPe,Pre-Seed,500000.0,Mumbai,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',Finance,2021,2020.0,Rahul Mathur,"iSeed, Titan Capital",1.0
MicroDegree,Unknown,3500000.0,Mangalore,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,Education,2021,2019.0,"Gaurav Kamath, Rakesh Kothari, Manikanta Nair",Research Innovation Incubation Design Labs,2.0
Saarthi Pedagogy,Unknown,3500000.0,Ahmadabad,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies",Education,2021,2015.0,Pedagogy,Sushil Agarwal,6.0
Synapsica,Series A,4000000.0,New Delhi,Artificial Intelligence tools to make quality diagnostic assessment available for all.,Healthcare,2021,2017.0,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","IvyCap Ventures, Endiya Partners",4.0
Kwik Foods,Seed,3500000.0,Gurugram,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,Food & Beverages,2021,2020.0,"Prabhleen Kaur, Harshal Patel",9Unicorns,1.0
Plutomen,Unknown,300000.0,Ahmadabad,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,Technology,2021,2016.0,Keyur Bhalavat,"GUSEC Seed Fund, DeVX Venture Fund",5.0
Grinntech,Unknown,2000000.0,Chennai,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.",Manufacturing,2021,2013.0,"Nikhilesh Mishra, Puneet Jain",Inflection Point Ventures,8.0
Green Cure,Pre-Series,3500000.0,New Delhi,World's first company to combine German Engineering with Indian Ayurveda in health products,Healthcare,2021,2015.0,Sanchit Garg,Venture Catalysts,6.0
WINDO,Seed,500000.0,Hyderabad,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,E-commerce,2021,2020.0,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,1.0
